timestamp,tank_id,pH,EC_mS_cm,temp_C,do_mg_L,event,is_train,pH_mean,pH_std,dpH,EC_mS_cm_mean,EC_mS_cm_std,dEC_mS_cm,temp_C_mean,temp_C_std,dtemp_C,do_mg_L_mean,do_mg_L_std,ddo_mg_L,temp_do_risk,anom_score_0_1
2025-12-01 00:00:00,TANK_01,5.837,1.579,22.47,8.37,none,True,5.837,0.0,0.0,1.579,0.0,0.0,22.47,0.0,0.0,8.37,0.0,0.0,2.6528925619834713,0.512
2025-12-01 00:10:00,TANK_01,5.843,1.559,22.2,8.02,none,True,5.84,0.004242640687119446,0.0,1.569,0.014142135623730963,0.0,22.335,0.1909188309203688,0.0,8.195,0.247487373415292,0.0,2.7339901477832513,0.3638
2025-12-01 00:20:00,TANK_01,5.845,1.579,22.31,8.15,none,True,5.841666666666666,0.004163331998932216,0.0,1.5723333333333331,0.011547005383792509,0.0,22.326666666666664,0.1357694123627762,0.0,8.18,0.17691806012954153,0.0,2.704242424242424,0.2515
2025-12-01 00:30:00,TANK_01,5.835,1.568,22.06,8.17,none,True,5.841,0.005291502622129089,-0.0019999999999997797,1.5686666666666669,0.010016652800877818,-0.010999999999999899,22.189999999999998,0.1252996408614217,-0.41000000000000014,8.113333333333335,0.08144527815247248,-0.1999999999999993,2.6674727932285367,0.3048
2025-12-01 00:40:00,TANK_01,5.844,1.564,22.4,8.13,none,True,5.841333333333334,0.0055075705472861945,0.001000000000000334,1.5703333333333334,0.007767453465153963,0.0050000000000001155,22.256666666666664,0.176162803489653,0.1999999999999993,8.15,0.020000000000005267,0.11000000000000121,2.7217496962332923,0.2964
2025-12-01 00:50:00,TANK_01,5.845,1.569,22.22,8.25,none,True,5.841333333333334,0.0055075705472861945,0.0,1.5670000000000002,0.002645751311064539,-0.010000000000000009,22.226666666666663,0.1700980109623107,-0.08999999999999986,8.183333333333334,0.0611010092660794,0.09999999999999964,2.6610778443113774,0.2279
2025-12-01 01:00:00,TANK_01,5.837,1.546,22.12,8.1,none,True,5.842,0.004358898943540941,0.0019999999999997797,1.5596666666666668,0.012096831541082698,-0.02200000000000002,22.246666666666666,0.14189197769195297,0.060000000000002274,8.160000000000002,0.07937253933193927,-0.07000000000000028,2.6975609756097563,0.2349
2025-12-01 01:10:00,TANK_01,5.837,1.562,21.9,8.27,none,True,5.839666666666666,0.0046188021535169144,-0.007000000000000561,1.559,0.011789826122551585,-0.0020000000000000018,22.080000000000002,0.16370705543745637,-0.5,8.206666666666665,0.09291573243177671,0.1399999999999988,2.6164874551971327,0.3262
2025-12-01 01:20:00,TANK_01,5.847,1.566,22.1,8.12,none,True,5.840333333333334,0.00577350269189634,0.002000000000000668,1.5579999999999998,0.0105830052442584,-0.0029999999999998916,22.040000000000003,0.1216552506059767,-0.11999999999999744,8.163333333333332,0.09291573243177723,-0.13000000000000078,2.688564476885645,0.1954
2025-12-01 01:30:00,TANK_01,5.841,1.576,21.99,8.32,none,True,5.841666666666666,0.005033222956847009,0.004000000000000448,1.5680000000000003,0.007211102550927488,0.030000000000000027,21.996666666666666,0.10016652800879429,-0.13000000000000256,8.236666666666666,0.10408329997330786,0.22000000000000064,2.6116389548693584,0.3153
2025-12-01 01:40:00,TANK_01,5.844,1.592,21.8,8.11,none,True,5.844,0.0029999999999992997,0.007000000000000561,1.578,0.013114877048603486,0.030000000000000027,21.963333333333335,0.15176736583777428,-0.09999999999999787,8.183333333333332,0.11846237095944646,-0.16000000000000014,2.6552984165651647,0.3203
2025-12-01 01:50:00,TANK_01,5.824,1.581,21.87,8.06,none,True,5.836333333333333,0.010785793124908844,-0.023000000000000576,1.5830000000000002,0.008185352771871402,0.014999999999999902,21.886666666666667,0.09609023536935275,-0.23000000000000043,8.163333333333334,0.1379613472438325,-0.05999999999999872,2.6801470588235294,0.3131
2025-12-01 02:00:00,TANK_01,5.82,1.602,21.8,8.39,none,True,5.8293333333333335,0.01285820101465692,-0.020999999999999908,1.5916666666666668,0.010503967504391335,0.026000000000000023,21.823333333333334,0.040414518843339596,-0.18999999999999773,8.186666666666667,0.17785762095938848,0.07000000000000028,2.567726737338045,0.4265
2025-12-01 02:10:00,TANK_01,5.81,1.577,21.82,8.08,none,True,5.8180000000000005,0.0072111025509272305,-0.034000000000000696,1.5866666666666667,0.013428824718988371,-0.015000000000000124,21.830000000000002,0.036055512754712644,0.019999999999999574,8.176666666666668,0.18502252115170578,-0.02999999999999936,2.6674816625916873,0.3708
2025-12-01 02:20:00,TANK_01,5.812,1.578,21.45,8.43,none,True,5.814,0.005291502622127864,-0.011999999999999567,1.5856666666666666,0.014153915830374062,-0.0029999999999998916,21.689999999999998,0.20808652046686676,-0.4200000000000017,8.299999999999999,0.19157244060668108,0.3699999999999992,2.5146541617819462,0.5607
2025-12-01 02:30:00,TANK_01,5.828,1.584,21.5,8.29,none,True,5.816666666666667,0.009865765724632011,0.008000000000000007,1.5796666666666666,0.0037859388971982232,-0.018000000000000016,21.59,0.20074859899886924,-0.3000000000000007,8.266666666666666,0.17616280348965133,-0.10000000000000142,2.5625744934445773,0.3973
2025-12-01 02:40:00,TANK_01,5.817,1.581,21.42,8.2,none,True,5.819,0.00818535277187167,0.007000000000000561,1.5810000000000002,0.002999999999997304,0.0040000000000000036,21.456666666666667,0.040414518843397515,-0.3999999999999986,8.306666666666667,0.11590225767142662,0.11999999999999922,2.5807228915662654,0.3445
2025-12-01 02:50:00,TANK_01,5.826,1.566,21.31,8.08,none,True,5.823666666666667,0.005859465277081531,0.013999999999999346,1.577,0.009643650760992193,-0.01200000000000001,21.409999999999997,0.09539392014175108,-0.14000000000000057,8.19,0.10535653752853066,-0.34999999999999964,2.6051344743276283,0.3188
2025-12-01 03:00:00,TANK_01,5.832,1.573,21.38,8.58,none,True,5.825,0.007549834435270202,0.0039999999999995595,1.5733333333333333,0.007505553499464209,-0.01100000000000012,21.37,0.05567764362840085,-0.120000000000001,8.286666666666667,0.26102362600602563,0.2900000000000009,2.4631336405529956,0.5118
2025-12-01 03:10:00,TANK_01,5.842,1.564,21.56,8.17,none,True,5.833333333333333,0.008082903768655446,0.024999999999999467,1.5676666666666668,0.0047258156262513324,-0.016999999999999904,21.416666666666668,0.12897028081439377,0.13999999999999702,8.276666666666666,0.2665207934352094,-0.02999999999999936,2.607013301088271,0.3659
2025-12-01 03:20:00,TANK_01,5.85,1.571,21.07,8.48,none,True,5.841333333333332,0.009018499505647684,0.02400000000000002,1.5693333333333335,0.004725815626251264,0.004999999999999893,21.336666666666662,0.24785748593363888,-0.23999999999999844,8.410000000000002,0.21377558326431798,0.40000000000000036,2.4557109557109555,0.5753
2025-12-01 03:30:00,TANK_01,5.854,1.576,21.03,8.48,none,True,5.8486666666666665,0.0061101009266125396,0.02200000000000024,1.5703333333333334,0.006027713773340627,0.0030000000000001137,21.220000000000002,0.29512709126749354,-0.34999999999999787,8.376666666666667,0.17897858344878279,-0.09999999999999964,2.4510489510489513,0.5527
2025-12-01 03:40:00,TANK_01,5.846,1.558,21.22,8.28,none,True,5.8500000000000005,0.004000000000007293,0.004000000000000448,1.5683333333333334,0.009291573243176933,-0.006000000000000005,21.106666666666666,0.10016652800884161,-0.33999999999999986,8.413333333333332,0.11547005383792275,0.10999999999999943,2.532219570405728,0.3286
2025-12-01 03:50:00,TANK_01,5.847,1.577,21.13,8.4,none,True,5.849,0.00435889894354673,-0.0029999999999992255,1.5703333333333334,0.010692676621562994,0.006000000000000005,21.126666666666665,0.09504384952928789,0.05999999999999872,8.386666666666665,0.10066445913694128,-0.08000000000000007,2.4858823529411764,0.3213
2025-12-01 04:00:00,TANK_01,5.858,1.569,21.02,8.46,none,True,5.850333333333334,0.006658328118483651,0.0039999999999995595,1.5679999999999998,0.009539392014168804,-0.007000000000000117,21.12333333333333,0.10016652800884182,-0.010000000000001563,8.38,0.09165151389911473,-0.019999999999999574,2.455607476635514,0.3024
2025-12-01 04:10:00,TANK_01,5.866,1.567,20.43,8.51,none,True,5.856999999999999,0.009539392014174019,0.019999999999999574,1.571,0.005291502622127825,0.008999999999999897,20.86,0.37643060449439397,-0.7899999999999991,8.456666666666667,0.05507570547285193,0.23000000000000043,2.372822299651568,0.6572
